
Organizers 	 O
militants 	 O
attacked 	 O
a 	 O
police 	 O
patrol 	 O
in 	 O
southern 	 O
Helmand 	 COU
province 	 COU
overnight 	 O
Saturday 	 O
, 	 O
killing 	 O
four 	 O
officers 	 O
and 	 O
wounding 	 O
seven 	 O
others 	 O
. 	 O
The 	 O
local 	 O
police 	 O
commander 	 O
, 	 O
Khair 	 PER
Mohammad 	 PER
Shuja 	 PER
, 	 O
said 	 O
the 	 O
attack 	 O
took 	 O
place 	 O
in 	 O
the 	 O
Gereshk 	 COU
district 	 COU
and 	 O
that 	 O
his 	 O
forces 	 O
detained 	 O
wounded 	 O
Taliban 	 ORG
at 	 O
the 	 O
scene 	 O
early 	 O
Sunday 	 O
. 	 O
News 	 O
reports 	 O
say 	 O
two 	 O
additional 	 O
attacks 	 O
took 	 O
place 	 O
in 	 O
Afghanistan 	 COU
Sunday 	 O
resulting 	 O
in 	 O
more 	 O
police 	 O
and 	 O
civilian 	 O
deaths 	 O
but 	 O
details 	 O
are 	 O
still 	 O
emerging 	 O
about 	 O
those 	 O
incidents 	 O
. 	 O

Pakistani 	 COU
officials 	 O
say 	 O
U.S. 	 COU
drone 	 O
aircraft 	 O
have 	 O
fired 	 O
missiles 	 O
into 	 O
a 	 O
suspected 	 O
militant 	 O
compound 	 O
in 	 O
the 	 O
country 	 O
's 	 O
northwest 	 O
tribal 	 O
belt 	 O
, 	 O
killing 	 O
at 	 O
least 	 O
10 	 O
militants 	 O
. 	 O
The 	 O
strike 	 O
took 	 O
place 	 O
in 	 O
Datta 	 CIT
Khel 	 CIT
, 	 O
about 	 O
45 	 O
kilometers 	 O
west 	 O
of 	 O
Miranshah 	 CIT
, 	 O
in 	 O
the 	 O
North 	 COU
Waziristan 	 COU
district 	 O
. 	 O
Elsewhere 	 O
Sunday 	 O
, 	 O
Pakistani 	 COU
army 	 O
helicopter 	 O
gunships 	 O
pounded 	 O
suspected 	 O
insurgent 	 O
hideouts 	 O
in 	 O
the 	 O
Shana 	 COU
Garhi 	 COU
area 	 O
of 	 O
neighboring 	 O
Orakzai 	 ORG
tribal 	 O
region 	 O
, 	 O
and 	 O
officials 	 O
say 	 O
at 	 O
least 	 O
eight 	 O
militants 	 O
were 	 O
killed 	 O
. 	 O
Pakistan 	 COU
's 	 O
northwestern 	 O
tribal 	 O
areas 	 O
are 	 O
considered 	 O
strongholds 	 O
of 	 O
al-Qaida 	 ORG
and 	 O
the 	 O
Taliban 	 ORG
. 	 O

China 	 COU
has 	 O
confirmed 	 O
an 	 O
outbreak 	 O
of 	 O
the 	 O
H5N1 	 O
strain 	 O
of 	 O
bird 	 O
flu 	 O
among 	 O
wilds 	 O
birds 	 ANI
in 	 O
western 	 O
China 	 COU
. 	 O
The 	 O
Ministry 	 O
of 	 O
Agriculture 	 O
said 	 O
Friday 	 O
that 	 O
the 	 O
outbreak 	 O
was 	 O
discovered 	 O
in 	 O
Qinghai 	 COU
province 	 COU
after 	 O
123 	 O
birds 	 ANI
were 	 O
found 	 O
dead 	 O
. 	 O
The 	 O
bird 	 O
flu 	 O
virus 	 O
killed 	 O
more 	 O
than 	 O
1,000 	 O
geese 	 ANI
in 	 O
Qinghai 	 COU
last 	 O
year 	 O
. 	 O
The 	 O
province 	 O
is 	 O
located 	 O
along 	 O
a 	 O
major 	 O
Asian 	 O
migratory 	 O
route 	 O
for 	 O
birds 	 ANI
. 	 O
Researchers 	 O
believe 	 O
wild 	 O
birds 	 ANI
from 	 O
the 	 O
region 	 O
may 	 O
have 	 O
carried 	 O
bird 	 O
flu 	 O
along 	 O
migratory 	 O
paths 	 O
to 	 O
Europe 	 O
. 	 O

French 	 O
officials 	 O
say 	 O
rioters 	 O
burned 	 O
cars 	 O
and 	 O
shot 	 O
at 	 O
police 	 ORG
while 	 O
protesting 	 O
the 	 O
police 	 ORG
shooting 	 O
of 	 O
a 	 O
man 	 PER
accused 	 O
of 	 O
robbing 	 O
a 	 O
casino 	 O
. 	 O
The 	 O
riot 	 O
erupted 	 O
late 	 O
Friday 	 O
night 	 O
in 	 O
the 	 O
southeastern 	 O
city 	 O
of 	 O
Grenoble 	 CIT
. 	 O
Officials 	 O
said 	 O
the 	 O
rioters 	 O
also 	 O
torched 	 O
shops 	 O
and 	 O
attacked 	 O
a 	 O
streetcar 	 O
( 	 O
tramway 	 O
) 	 O
line 	 O
. 	 O
Police 	 ORG
said 	 O
some 	 O
rioters 	 O
also 	 O
shot 	 O
at 	 O
officers 	 O
and 	 O
that 	 O
they 	 O
returned 	 O
fire 	 O
. 	 O
The 	 O
French 	 O
newspaper 	 O
Le 	 ENT
Monde 	 ENT
says 	 O
the 	 O
youths 	 O
started 	 O
their 	 O
rampage 	 O
after 	 O
hearing 	 O
a 	 O
Muslim 	 O
imam 	 PER
give 	 O
a 	 O
ceremony 	 O
for 	 O
an 	 O
alleged 	 O
robber 	 PER
, 	 O
who 	 O
died 	 O
Thursday 	 O
night 	 O
after 	 O
being 	 O
chased 	 O
by 	 O
police 	 ORG
and 	 O
exchanging 	 O
gunfire 	 O
. 	 O

The 	 O
Ford 	 ORG
Motor 	 ORG
Company 	 ORG
says 	 O
sales 	 O
of 	 O
its 	 O
products 	 O
in 	 O
China 	 COU
are 	 O
booming 	 O
. 	 O
In 	 O
a 	 O
statement 	 O
Monday 	 O
Ford 	 ORG
says 	 O
sales 	 O
rose 	 O
46 	 O
percent 	 O
last 	 O
year 	 O
to 	 O
more 	 O
than 	 O
82,000 	 O
vehicles 	 O
- 	 O
a 	 O
record 	 O
. 	 O
If 	 O
Ford 	 ORG
's 	 O
affiliated 	 O
brands 	 O
- 	 O
like 	 O
Mazda 	 ORG
- 	 O
are 	 O
added 	 O
to 	 O
the 	 O
total 	 O
, 	 O
the 	 O
company 	 O
sold 	 O
220,000 	 O
vehicles 	 O
in 	 O
China 	 COU
last 	 O
year 	 O
. 	 O
Ford 	 ORG
is 	 O
the 	 O
second 	 O
largest 	 O
U.S. 	 COU
automaker 	 O
, 	 O
and 	 O
number 	 O
three 	 O
in 	 O
the 	 O
world 	 O
after 	 O
General 	 ORG
Motors 	 ORG
and 	 O
Toyota 	 ORG
. 	 O
In 	 O
China 	 COU
, 	 O
Ford 	 ORG
is 	 O
outsold 	 O
by 	 O
both 	 O
GM 	 ORG
and 	 O
Volkswagen 	 ORG
. 	 O

Lucayan 	 O
Indians 	 O
inhabited 	 O
the 	 O
islands 	 O
when 	 O
Christopher 	 PER
COLUMBUS 	 PER
first 	 O
set 	 O
foot 	 O
in 	 O
the 	 O
New 	 O
World 	 O
on 	 O
San 	 CIT
Salvador 	 CIT
in 	 O
1492 	 O
. 	 O
British 	 O
settlement 	 O
of 	 O
the 	 O
islands 	 O
began 	 O
in 	 O
1647 	 O
; 	 O
the 	 O
islands 	 O
became 	 O
a 	 O
colony 	 O
in 	 O
1783 	 O
. 	 O
Since 	 O
attaining 	 O
independence 	 O
from 	 O
the 	 O
UK 	 COU
in 	 O
1973 	 O
, 	 O
The 	 COU
Bahamas 	 COU
has 	 O
prospered 	 O
through 	 O
tourism 	 O
and 	 O
international 	 O
banking 	 O
and 	 O
investment 	 O
management 	 O
. 	 O
Because 	 O
of 	 O
its 	 O
geography 	 O
, 	 O
the 	 O
country 	 O
is 	 O
a 	 O
major 	 O
transshipment 	 O
point 	 O
for 	 O
illegal 	 O
drugs 	 O
, 	 O
particularly 	 O
shipments 	 O
to 	 O
the 	 O
US 	 COU
and 	 O
Europe 	 O
, 	 O
and 	 O
its 	 O
territory 	 O
is 	 O
used 	 O
for 	 O
smuggling 	 O
illegal 	 O
migrants 	 O
into 	 O
the 	 O
US 	 COU
. 	 O

World 	 NAT
oil 	 O
prices 	 O
hit 	 O
new 	 O
record 	 O
highs 	 O
Wednesday 	 O
, 	 O
as 	 O
experts 	 O
worried 	 O
about 	 O
production 	 O
problems 	 O
that 	 O
could 	 O
disrupt 	 O
output 	 O
. 	 O
Those 	 O
concerns 	 O
include 	 O
refinery 	 O
breakdowns 	 O
and 	 O
a 	 O
worse-than-usual 	 O
hurricane 	 O
season 	 O
that 	 O
could 	 O
threaten 	 O
vital 	 O
offshore 	 O
wells 	 O
. 	 O
The 	 O
production 	 O
problems 	 O
come 	 O
as 	 O
traders 	 O
say 	 O
there 	 O
is 	 O
robust 	 O
demand 	 O
for 	 O
oil 	 O
from 	 O
growing 	 O
economies 	 O
. 	 O
In 	 O
New 	 CIT
York 	 CIT
, 	 O
the 	 O
price 	 O
of 	 O
crude 	 O
oil 	 O
for 	 O
September 	 O
delivery 	 O
went 	 O
as 	 O
high 	 O
as 	 O
$ 	 O
62.47 	 O
a 	 O
barrel 	 O
. 	 O
London 	 CIT
's 	 O
benchmark 	 O
Brent 	 PER
contract 	 O
also 	 O
hit 	 O
a 	 O
new 	 O
record 	 O
high 	 O
of 	 O
$ 	 O
61.25. 	 O

The 	 O
United 	 COU
States 	 COU
has 	 O
confirmed 	 O
that 	 O
two 	 O
U.S. 	 COU
officials 	 O
met 	 O
with 	 O
North 	 COU
Korean 	 COU
diplomats 	 O
in 	 O
New 	 CIT
York 	 CIT
last 	 O
week 	 O
. 	 O
A 	 O
spokesman 	 O
for 	 O
the 	 O
U.S. 	 ORG
embassy 	 ORG
in 	 O
Tokyo 	 CIT
Thursday 	 O
said 	 O
the 	 O
working-level 	 O
meeting 	 O
was 	 O
used 	 O
to 	 O
convey 	 O
U.S. 	 COU
policy 	 O
, 	 O
not 	 O
to 	 O
negotiate 	 O
. 	 O
He 	 O
did 	 O
not 	 O
elaborate 	 O
on 	 O
what 	 O
the 	 O
two 	 O
sides 	 O
discussed 	 O
. 	 O
But 	 O
Washington 	 CIT
has 	 O
been 	 O
urging 	 O
North 	 COU
Korea 	 COU
to 	 O
return 	 O
to 	 O
six 	 O
party 	 O
talks 	 O
on 	 O
its 	 O
nuclear 	 O
program 	 O
. 	 O
The 	 O
talks 	 O
have 	 O
been 	 O
stalled 	 O
since 	 O
last 	 O
September 	 O
, 	 O
and 	 O
North 	 COU
Korea 	 COU
has 	 O
boycotted 	 O
efforts 	 O
to 	 O
arrange 	 O
a 	 O
new 	 O
meeting 	 O
. 	 O

Formerly 	 O
the 	 COU
British 	 COU
protectorate 	 COU
of 	 COU
Bechuanaland 	 COU
, 	 O
Botswana 	 COU
adopted 	 O
its 	 O
new 	 O
name 	 O
upon 	 O
independence 	 O
in 	 O
1966 	 O
. 	 O
Four 	 O
decades 	 O
of 	 O
uninterrupted 	 O
civilian 	 O
leadership 	 O
, 	 O
progressive 	 O
social 	 O
policies 	 O
, 	 O
and 	 O
significant 	 O
capital 	 O
investment 	 O
have 	 O
created 	 O
one 	 O
of 	 O
the 	 O
most 	 O
dynamic 	 O
economies 	 O
in 	 O
Africa 	 NAT
. 	 O
Mineral 	 O
extraction 	 O
, 	 O
principally 	 O
diamond 	 O
mining 	 O
, 	 O
dominates 	 O
economic 	 O
activity 	 O
, 	 O
though 	 O
tourism 	 O
is 	 O
a 	 O
growing 	 O
sector 	 O
due 	 O
to 	 O
the 	 O
country 	 O
's 	 O
conservation 	 O
practices 	 O
and 	 O
extensive 	 O
nature 	 O
preserves 	 O
. 	 O
Botswana 	 COU
has 	 O
one 	 O
of 	 O
the 	 O
world 	 O
's 	 O
highest 	 O
known 	 O
rates 	 O
of 	 O
HIV/AIDS 	 O
infection 	 O
, 	 O
but 	 O
also 	 O
one 	 O
of 	 O
Africa 	 NAT
's 	 O
most 	 O
progressive 	 O
and 	 O
comprehensive 	 O
programs 	 O
for 	 O
dealing 	 O
with 	 O
the 	 O
disease 	 O
. 	 O

Sylvester 	 PER
Stallone 	 PER
faces 	 O
stiff 	 O
fines 	 O
in 	 O
Australia 	 COU
, 	 O
where 	 O
he 	 O
is 	 O
accused 	 O
of 	 O
importing 	 O
a 	 O
muscle-building 	 O
hormone 	 O
. 	 O
The 	 O
movie 	 O
star 	 O
was 	 O
detained 	 O
Feb 	 O
. 	 O
16 	 O
in 	 O
the 	 O
Sydney 	 CIT
airport 	 O
, 	 O
while 	 O
authorities 	 O
searched 	 O
his 	 O
hotel 	 O
room 	 O
. 	 O
He 	 O
and 	 O
his 	 O
group 	 O
subsequently 	 O
left 	 O
the 	 O
country 	 O
, 	 O
and 	 O
he 	 O
was 	 O
not 	 O
compelled 	 O
to 	 O
attend 	 O
the 	 O
March 	 O
13 	 O
hearing 	 O
. 	 O
He 	 O
is 	 O
accused 	 O
of 	 O
possessing 	 O
human 	 O
growth 	 O
hormone 	 O
, 	 O
classified 	 O
in 	 O
Australia 	 COU
as 	 O
a 	 O
restricted 	 O
performance-enhancing 	 O
drug 	 O
. 	 O
The 	 O
maximum 	 O
penalty 	 O
for 	 O
illegal 	 O
possession 	 O
is 	 O
a 	 O
fine 	 O
of 	 O
$ 	 O
86 	 O
and 	 O
five 	 O
years 	 O
in 	 O
prison 	 O
. 	 O
Stallone 	 PER
is 	 O
unlikely 	 O
to 	 O
face 	 O
such 	 O
a 	 O
sentence 	 O
. 	 O

The 	 O
Vatican 	 ORG
says 	 O
Pope 	 PER
Benedict 	 PER
XVI 	 PER
is 	 O
deeply 	 O
saddened 	 O
about 	 O
the 	 O
situation 	 O
in 	 O
the 	 O
U.S. 	 NAT
Gulf 	 NAT
Coast 	 NAT
and 	 O
is 	 O
praying 	 O
for 	 O
the 	 O
victims 	 O
of 	 O
Hurricane 	 NAT
Katrina 	 NAT
. 	 O
In 	 O
a 	 O
telegram 	 O
, 	 O
Vatican 	 ORG
Secretary 	 O
of 	 O
State 	 PER
Cardinal 	 PER
Angelo 	 PER
Sodano 	 PER
said 	 O
the 	 O
pontiff 	 O
is 	 O
praying 	 O
for 	 O
all 	 O
those 	 O
affected 	 O
by 	 O
the 	 O
tragedy 	 O
. 	 O
The 	 O
telegram 	 O
says 	 O
Pope 	 PER
Benedict 	 PER
is 	 O
also 	 O
praying 	 O
for 	 O
the 	 O
rescue 	 O
workers 	 O
and 	 O
those 	 O
helping 	 O
the 	 O
victims 	 O
, 	 O
and 	 O
encouraging 	 O
them 	 O
to 	 O
continue 	 O
their 	 O
efforts 	 O
to 	 O
bring 	 O
relief 	 O
and 	 O
support 	 O
. 	 O

An 	 O
influential 	 O
Iranian 	 O
cleric 	 O
is 	 O
calling 	 O
on 	 O
Muslim 	 O
nations 	 O
to 	 O
help 	 O
Lebanon 	 COU
's 	 O
Hezbollah 	 ORG
guerrillas 	 O
in 	 O
their 	 O
fight 	 O
against 	 O
Israel 	 COU
. 	 O
Ayatollah 	 O
Ahmad 	 PER
Jannati 	 PER
, 	 O
who 	 O
heads 	 O
the 	 O
powerful 	 O
Guardian 	 ORG
Council 	 ORG
, 	 O
told 	 O
the 	 O
Iranian 	 ORG
Students 	 ORG
News 	 ORG
Agency 	 ORG
Tuesday 	 O
that 	 O
he 	 O
wants 	 O
Muslims 	 O
worldwide 	 O
to 	 O
provide 	 O
arms 	 O
for 	 O
Hezbollah 	 ORG
, 	 O
as 	 O
well 	 O
political 	 O
and 	 O
financial 	 O
support 	 O
for 	 O
the 	 O
militants 	 O
. 	 O
Israel 	 COU
, 	 O
the 	 O
United 	 COU
States 	 COU
and 	 O
allied 	 O
Western 	 O
states 	 O
accuse 	 O
Syria 	 COU
and 	 O
Iran 	 COU
of 	 O
supporting 	 O
Hezbollah 	 ORG
with 	 O
arms 	 O
and 	 O
cash 	 O
. 	 O
Iran 	 COU
says 	 O
it 	 O
provides 	 O
only 	 O
moral 	 O
and 	 O
diplomatic 	 O
support 	 O
for 	 O
the 	 O
Shi'ite 	 O
Islamic 	 O
group 	 O
. 	 O

Once 	 O
the 	 O
seat 	 O
of 	 O
Viking 	 O
raiders 	 O
and 	 O
later 	 O
a 	 O
major 	 O
north 	 COU
European 	 COU
power 	 O
, 	 O
Denmark 	 COU
has 	 O
evolved 	 O
into 	 O
a 	 O
modern 	 O
, 	 O
prosperous 	 O
nation 	 O
that 	 O
is 	 O
participating 	 O
in 	 O
the 	 O
general 	 O
political 	 O
and 	 O
economic 	 O
integration 	 O
of 	 O
Europe 	 COU
. 	 O
It 	 O
joined 	 O
NATO 	 ORG
in 	 O
1949 	 O
and 	 O
the 	 O
EEC 	 ORG
( 	 O
now 	 O
the 	 O
EU 	 ORG
) 	 O
in 	 O
1973 	 O
. 	 O
However 	 O
, 	 O
the 	 O
country 	 O
has 	 O
opted 	 O
out 	 O
of 	 O
certain 	 O
elements 	 O
of 	 O
the 	 O
European 	 ORG
Union 	 ORG
's 	 O
Maastricht 	 O
Treaty 	 O
, 	 O
including 	 O
the 	 O
European 	 COU
Economic 	 ORG
and 	 ORG
Monetary 	 ORG
Union 	 ORG
( 	 O
EMU 	 ORG
), 	 O
European 	 COU
defense 	 O
cooperation 	 O
, 	 O
and 	 O
issues 	 O
concerning 	 O
certain 	 O
justice 	 O
and 	 O
home 	 O
affairs 	 O
. 	 O

Turkish 	 O
authorities 	 O
say 	 O
troops 	 O
killed 	 O
10 	 O
Kurdish 	 O
rebels 	 O
in 	 O
two 	 O
operations 	 O
since 	 O
Monday 	 O
. 	 O
The 	 O
officials 	 O
say 	 O
seven 	 O
rebels 	 O
were 	 O
killed 	 O
in 	 O
fighting 	 O
with 	 O
soldiers 	 O
in 	 O
Siirt 	 NAT
province 	 O
. 	 O
Three 	 O
other 	 O
rebels 	 O
were 	 O
shot 	 O
and 	 O
killed 	 O
in 	 O
Van 	 NAT
province 	 O
. 	 O
Authorities 	 O
believe 	 O
the 	 O
three 	 O
entered 	 O
the 	 O
area 	 O
from 	 O
Iran 	 COU
. 	 O
Turkey 	 COU
's 	 O
military 	 O
has 	 O
recently 	 O
intensified 	 O
operations 	 O
against 	 O
the 	 O
separatist 	 O
Kurdistan 	 ORG
Workers 	 ORG
Party 	 ORG
( 	 O
PKK 	 ORG
) 	 O
. 	 O
The 	 O
PKK 	 ORG
has 	 O
been 	 O
fighting 	 O
for 	 O
autonomy 	 O
in 	 O
Turkey 	 COU
's 	 O
mainly 	 O
Kurdish 	 O
southeast 	 O
since 	 O
1984 	 O
. 	 O
The 	 O
United 	 COU
States 	 COU
, 	 O
the 	 O
European 	 ORG
Union 	 ORG
and 	 O
Turkey 	 COU
classify 	 O
the 	 O
PKK 	 ORG
as 	 O
a 	 O
terrorist 	 O
group 	 O
. 	 O

Police 	 O
in 	 O
Pakistan 	 COU
say 	 O
they 	 O
have 	 O
arrested 	 O
six 	 O
Islamic 	 O
militants 	 O
who 	 O
belong 	 O
to 	 O
a 	 O
group 	 O
accused 	 O
of 	 O
attacks 	 O
on 	 O
the 	 O
country 	 O
's 	 O
Shi'ite 	 O
minority 	 O
. 	 O
Police 	 O
say 	 O
the 	 O
militants 	 O
belong 	 O
to 	 O
the 	 O
banned 	 O
Lashkar-e-Jhangvi 	 ORG
group 	 O
, 	 O
which 	 O
has 	 O
alleged 	 O
links 	 O
to 	 O
al-Qaida 	 ORG
. 	 O
They 	 O
made 	 O
the 	 O
arrests 	 O
during 	 O
a 	 O
raid 	 O
on 	 O
the 	 O
group 	 O
's 	 O
base 	 O
in 	 O
Multan 	 CIT
, 	 O
in 	 O
central 	 O
Pakistan 	 COU
. 	 O
Officials 	 O
say 	 O
the 	 O
group 	 O
is 	 O
responsible 	 O
for 	 O
suicide 	 O
bombings 	 O
on 	 O
Shi'ite 	 O
religious 	 O
sites 	 O
and 	 O
may 	 O
have 	 O
been 	 O
planning 	 O
new 	 O
attacks 	 O
. 	 O
Police 	 O
have 	 O
arrested 	 O
several 	 O
other 	 O
members 	 O
of 	 O
the 	 O
group 	 O
recently 	 O
. 	 O

Mary 	 PER
J. 	 PER
Blige 	 PER
, 	 O
Jamie 	 PER
Foxx 	 PER
, 	 O
and 	 O
Jennifer 	 PER
Hudson 	 PER
were 	 O
among 	 O
the 	 O
winners 	 O
at 	 O
the 	 O
21st 	 O
annual 	 O
Soul 	 ENT
Train 	 ENT
Music 	 ENT
Awards 	 ENT
, 	 O
held 	 O
March 	 O
10 	 O
in 	 O
Pasadena 	 CIT
, 	 O
California 	 O
. 	 O
Mary 	 PER
J. 	 PER
Blige 	 PER
took 	 O
the 	 O
Best 	 O
Female 	 O
Album 	 O
award 	 O
for 	 O
The 	 ENT
Breakthrough 	 ENT
, 	 O
while 	 O
Jamie 	 PER
Foxx 	 PER
brought 	 O
home 	 O
Best 	 O
Male 	 O
Album 	 O
honors 	 O
for 	 O
Unpredictable 	 ENT
. 	 O
Former 	 O
American 	 O
Idol 	 O
castoff 	 O
Jennifer 	 PER
Hudson 	 PER
continued 	 O
her 	 O
Cinderella 	 O
story 	 O
, 	 O
winning 	 O
the 	 O
Entertainer 	 O
Of 	 O
The 	 O
Year 	 O
award 	 O
for 	 O
her 	 O
supporting 	 O
role 	 O
in 	 O
the 	 O
movie 	 O
Dreamgirls 	 ENT
. 	 O
She 	 O
also 	 O
received 	 O
an 	 O
Academy 	 O
Award 	 O
and 	 O
an 	 O
NAACP 	 O
Image 	 O
Award 	 O
for 	 O
her 	 O
role 	 O
. 	 O

Resistance 	 O
by 	 O
native 	 O
Caribs 	 O
prevented 	 O
colonization 	 O
on 	 O
Saint 	 COU
Vincent 	 COU
until 	 O
1719 	 O
. 	 O
Disputed 	 O
between 	 O
France 	 COU
and 	 O
the 	 COU
United 	 COU
Kingdom 	 COU
for 	 O
most 	 O
of 	 O
the 	 O
18th 	 O
century 	 O
, 	 O
the 	 O
island 	 O
was 	 O
ceded 	 O
to 	 O
the 	 O
latter 	 O
in 	 O
1783 	 O
. 	 O
Between 	 O
1960 	 O
and 	 O
1962 	 O
, 	 O
Saint 	 COU
Vincent 	 COU
and 	 O
the 	 COU
Grenadines 	 COU
was 	 O
a 	 O
separate 	 O
administrative 	 O
unit 	 O
of 	 O
the 	 ORG
Federation 	 ORG
of 	 ORG
the 	 ORG
West 	 ORG
Indies 	 ORG
. 	 O
Autonomy 	 O
was 	 O
granted 	 O
in 	 O
1969 	 O
and 	 O
independence 	 O
in 	 O
1979 	 O
. 	 O

Chinese 	 ORG
state 	 ORG
media 	 ORG
says 	 O
Beijing 	 CIT
has 	 O
established 	 O
a 	 O
company 	 O
to 	 O
manufacture 	 O
passenger 	 O
jumbo 	 O
jets 	 O
. 	 O
The 	 O
Xinhua 	 ORG
news 	 ORG
agency 	 ORG
says 	 O
the 	 O
Commercial 	 ORG
Aircraft 	 ORG
Corporation 	 ORG
of 	 ORG
China 	 ORG
was 	 O
established 	 O
in 	 O
Shanghai 	 CIT
Sunday 	 O
. 	 O
Xinhua 	 ORG
said 	 O
the 	 ORG
company 	 ORG
will 	 O
be 	 O
responsible 	 O
for 	 O
researching 	 O
, 	 O
developing 	 O
, 	 O
manufacturing 	 O
and 	 O
marketing 	 O
large 	 O
passenger 	 O
aircraft 	 O
. 	 O
The 	 ORG
news 	 ORG
agency 	 ORG
said 	 O
the 	 ORG
central 	 ORG
government 	 ORG
and 	 O
China 	 COU
's 	 O
two 	 O
largest 	 O
aircraft 	 O
manufacturing 	 O
and 	 O
servicing 	 O
companies 	 O
are 	 O
among 	 O
the 	 O
major 	 O
shareholders 	 O
. 	 O
The 	 O
company 	 O
was 	 O
launched 	 O
with 	 O
capital 	 O
of 	 O
$ 	 O
2.7 	 O
billion 	 O
. 	 O

Assimilating 	 O
the 	 O
visually 	 O
impaired 	 O
has 	 O
always 	 O
been 	 O
difficult 	 O
, 	 O
with 	 O
the 	 O
United 	 COU
States 	 COU
often 	 O
cited 	 O
as 	 O
an 	 O
example 	 O
of 	 O
what 	 O
can 	 O
be 	 O
done 	 O
with 	 O
the 	 O
help 	 O
of 	 O
modern 	 O
technology 	 O
. 	 O
Now 	 O
call 	 ORG
centers 	 ORG
in 	 O
India 	 COU
are 	 O
trying 	 O
to 	 O
do 	 O
the 	 O
same 	 O
by 	 O
using 	 O
technology 	 O
to 	 O
employ 	 O
the 	 O
blind 	 O
. 	 O
VOA 	 ORG
's 	 O
Ravi 	 PER
Khanna 	 PER
has 	 O
the 	 O
story 	 O
. 	 O

Asian 	 O
stock 	 O
markets 	 O
were 	 O
mostly 	 O
lower 	 O
in 	 O
trading 	 O
Monday 	 O
. 	 O
Tokyo 	 CIT
's 	 O
Nikkei 	 O
index 	 O
lost 	 O
85 	 O
points 	 O
, 	 O
to 	 O
finish 	 O
at 	 O
13.857. 	 O
Hong 	 COU
Kong 	 COU
's 	 O
Hang 	 O
Seng 	 O
index 	 O
gained 	 O
27 	 O
points 	 O
, 	 O
to 	 O
end 	 O
at 	 O
22.772. 	 O
Elsewhere 	 O
, 	 O
share 	 O
prices 	 O
were 	 O
lower 	 O
in 	 O
Shanghai 	 CIT
, 	 O
Singapore 	 COU
and 	 O
Taipei 	 CIT
. 	 O
Stocks 	 O
closed 	 O
slightly 	 O
higher 	 O
in 	 O
Wellington 	 CIT
. 	 O
The 	 O
dollar 	 O
was 	 O
selling 	 O
at 	 O
107.41 	 O
yen 	 O
in 	 O
Tokyo 	 CIT
currency 	 O
trading 	 O
, 	 O
up 	 O
from 	 O
107.25 	 O
yen 	 O
late 	 O
Friday 	 O
in 	 O
New 	 CIT
York 	 CIT
. 	 O

A 	 O
surgeon 	 O
in 	 O
Miami 	 CIT
used 	 O
his 	 O
skill 	 O
in 	 O
transplanting 	 O
organs 	 O
to 	 O
save 	 O
the 	 O
life 	 O
of 	 O
a 	 O
woman 	 O
who 	 O
had 	 O
been 	 O
told 	 O
her 	 O
cancer 	 O
was 	 O
inoperable 	 O
. 	 O
In 	 O
this 	 O
breakthrough 	 O
surgery 	 O
, 	 O
doctors 	 O
narrowed 	 O
the 	 O
scope 	 O
of 	 O
what 	 O
is 	 O
now 	 O
considered 	 O
inoperable 	 O
. 	 O
VOA 	 O
's 	 O
Carol 	 PER
Pearson 	 PER
reports 	 O
. 	 O

The 	 O
U.S. 	 O
airline 	 O
industry 	 O
is 	 O
ramping 	 O
up 	 O
cost-cutting 	 O
efforts 	 O
to 	 O
deal 	 O
with 	 O
skyrocketing 	 O
fuel 	 O
prices 	 O
. 	 O
Nearly 	 O
all 	 O
the 	 O
major 	 O
U.S. 	 O
carriers 	 O
have 	 O
announced 	 O
major 	 O
job 	 O
cuts 	 O
this 	 O
year 	 O
. 	 O
But 	 O
airline 	 O
representatives 	 O
say 	 O
cutting 	 O
jobs 	 O
is 	 O
not 	 O
enough 	 O
. 	 O
They 	 O
're 	 O
asking 	 O
lawmakers 	 O
to 	 O
do 	 O
more 	 O
to 	 O
reduce 	 O
fuel 	 O
costs 	 O
that 	 O
now 	 O
threaten 	 O
the 	 O
US 	 O
airline 	 O
industry 	 O
. 	 O
VOA 	 ORG
's 	 O
Mil 	 PER
Arcega 	 PER
has 	 O
more 	 O
. 	 O

Estonian 	 COU
President 	 O
Arnold 	 PER
Ruutel 	 PER
has 	 O
formally 	 O
approved 	 O
the 	 O
country 	 O
's 	 O
new 	 O
government 	 ORG
, 	 O
three 	 O
weeks 	 O
after 	 O
the 	 O
previous 	 O
ruling 	 O
coalition 	 O
collapsed 	 O
. 	 O
The 	 O
president 	 O
's 	 O
action 	 O
followed 	 O
a 	 O
parliamentary 	 O
vote 	 O
confirming 	 O
Andrus 	 PER
Ansip 	 PER
and 	 O
his 	 O
coalition 	 O
government 	 ORG
. 	 O
The 	 O
48-year-old 	 O
Mr. 	 O
Ansip 	 PER
was 	 O
the 	 O
minister 	 O
of 	 O
economics 	 O
and 	 O
communications 	 O
minister 	 O
in 	 O
the 	 O
previous 	 O
government 	 ORG
. 	 O
The 	 O
new 	 O
coalition 	 O
brings 	 O
together 	 O
Mr. 	 O
Ansip 	 PER
's 	 O
Reform 	 ORG
Party 	 ORG
, 	 O
the 	 O
Centre 	 ORG
Party 	 ORG
and 	 O
the 	 O
People 	 ORG
